concept_id,excluded,descendants,mapped
135360,FALSE,TRUE,FALSE
317002,FALSE,TRUE,FALSE
319041,FALSE,TRUE,FALSE
40316030,FALSE,TRUE,FALSE
40350983,FALSE,TRUE,FALSE
40498271,FALSE,TRUE,FALSE
