codelist_name,concept_id,concept_name,vocabulary_id
chronic_pulmonary_disease,4167085,Pulmonary heart disease,SNOMED CT
chronic_pulmonary_disease,4167085,Pulmonary heart disease,SNOMED CT
chronic_pulmonary_disease,4266525,Pulmonary siderosis,SNOMED CT
chronic_pulmonary_disease,4117865,Radiation respiratory disease,SNOMED CT
chronic_pulmonary_disease,4152913,Severe asthma,SNOMED CT
chronic_pulmonary_disease,4145356,Severe persistent asthma,SNOMED CT
chronic_pulmonary_disease,261889,Simple chronic bronchitis,SNOMED CT
chronic_pulmonary_disease,4196950,Stannosis,SNOMED CT
chronic_pulmonary_disease,443890,Suberosis,SNOMED CT
chronic_pulmonary_disease,45768910,Uncomplicated asthma,SNOMED CT
chronic_pulmonary_disease,45768963,Uncomplicated mild persistent asthma,SNOMED CT
chronic_pulmonary_disease,45768964,Uncomplicated moderate persistent asthma,SNOMED CT
chronic_pulmonary_disease,45768965,Uncomplicated severe persistent asthma,SNOMED CT
metastatic_solid_tumor,4160276,Malignant neoplasm of genital structure,SNOMED CT
metastatic_solid_tumor,443392,Malignant neoplastic disease,SNOMED CT
metastatic_solid_tumor,4131422,Neoplasm of intra-abdominal lymph nodes,SNOMED CT
metastatic_solid_tumor,4131428,Neoplasm of intrapelvic lymph node,SNOMED CT
metastatic_solid_tumor,4131304,Neoplasm of intrathoracic lymph nodes,SNOMED CT
metastatic_solid_tumor,4130839,Neoplasm of lymph node,SNOMED CT
metastatic_solid_tumor,4131938,Neoplasm of lymph node of lower limb,SNOMED CT
metastatic_solid_tumor,4133007,Neoplasm of lymph nodes of multiple sites,SNOMED CT
metastatic_solid_tumor,4130842,Neoplasm of lymph nodes of upper limb,SNOMED CT
metastatic_solid_tumor,443252,Post-transplant neoplasia,SNOMED CT
metastatic_solid_tumor,439392,Primary malignant neoplasm,SNOMED CT
metastatic_solid_tumor,193144,Secondary malignant neoplasm of adrenal gland,SNOMED CT
metastatic_solid_tumor,4312802,Secondary malignant neoplasm of bladder,SNOMED CT
metastatic_solid_tumor,78097,Secondary malignant neoplasm of bone,SNOMED CT
metastatic_solid_tumor,4246450,Secondary malignant neoplasm of bone marrow,SNOMED CT
metastatic_solid_tumor,4246451,Secondary malignant neoplasm of brain,SNOMED CT
metastatic_solid_tumor,378087,Secondary malignant neoplasm of brain and spinal cord,SNOMED CT
metastatic_solid_tumor,4312290,Secondary malignant neoplasm of cerebral meninges,SNOMED CT
metastatic_solid_tumor,140960,Secondary malignant neoplasm of female breast,SNOMED CT
metastatic_solid_tumor,4247962,Secondary malignant neoplasm of gastrointestinal tract,SNOMED CT
metastatic_solid_tumor,192568,Secondary malignant neoplasm of intra-abdominal lymph nodes,SNOMED CT
metastatic_solid_tumor,4312023,Secondary malignant neoplasm of intra-abdominal organs,SNOMED CT
metastatic_solid_tumor,200959,Secondary malignant neoplasm of intrapelvic lymph nodes,SNOMED CT
metastatic_solid_tumor,439751,Secondary malignant neoplasm of intrathoracic lymph nodes,SNOMED CT
metastatic_solid_tumor,196053,Secondary malignant neoplasm of kidney,SNOMED CT
metastatic_solid_tumor,200348,Secondary malignant neoplasm of large intestine,SNOMED CT
metastatic_solid_tumor,46273652,Secondary malignant neoplasm of left lung,SNOMED CT
metastatic_solid_tumor,4281027,Secondary malignant neoplasm of left ovary,SNOMED CT
metastatic_solid_tumor,198700,Secondary malignant neoplasm of liver,SNOMED CT
metastatic_solid_tumor,44806773,Secondary malignant neoplasm of liver and intrahepatic bile duct,SNOMED CT
metastatic_solid_tumor,254591,Secondary malignant neoplasm of lung,SNOMED CT
metastatic_solid_tumor,318096,Secondary malignant neoplasm of lymph node,SNOMED CT
metastatic_solid_tumor,442182,Secondary malignant neoplasm of lymph nodes of lower limb,SNOMED CT
metastatic_solid_tumor,320342,Secondary malignant neoplasm of lymph nodes of multiple sites,SNOMED CT
metastatic_solid_tumor,434298,Secondary malignant neoplasm of lymph nodes of upper limb,SNOMED CT
metastatic_solid_tumor,434875,Secondary malignant neoplasm of mediastinum,SNOMED CT
metastatic_solid_tumor,373425,Secondary malignant neoplasm of nervous system,SNOMED CT
metastatic_solid_tumor,199752,Secondary malignant neoplasm of ovary,SNOMED CT
metastatic_solid_tumor,72266,Secondary malignant neoplasm of pleura,SNOMED CT
metastatic_solid_tumor,4147162,Secondary malignant neoplasm of respiratory and digestive systems,SNOMED CT
metastatic_solid_tumor,253717,Secondary malignant neoplasm of respiratory tract,SNOMED CT
metastatic_solid_tumor,4315806,Secondary malignant neoplasm of retroperitoneum,SNOMED CT
metastatic_solid_tumor,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,SNOMED CT
metastatic_solid_tumor,46270513,Secondary malignant neoplasm of right lung,SNOMED CT
metastatic_solid_tumor,4281030,Secondary malignant neoplasm of right ovary,SNOMED CT
metastatic_solid_tumor,136354,Secondary malignant neoplasm of skin,SNOMED CT
metastatic_solid_tumor,198371,Secondary malignant neoplasm of small intestine,SNOMED CT
metastatic_solid_tumor,4314071,Secondary malignant neoplasm of trunk,SNOMED CT
metastatic_solid_tumor,4158910,Secondary malignant neoplasm of unknown site,SNOMED CT
metastatic_solid_tumor,78987,Secondary malignant neoplasm of urinary system,SNOMED CT
metastatic_solid_tumor,432851,Secondary malignant neoplastic disease,SNOMED CT
moderate_or_severe_liver_disease,4340386,Alcoholic hepatic failure,SNOMED CT
moderate_or_severe_liver_disease,28779,Bleeding esophageal varices,SNOMED CT
moderate_or_severe_liver_disease,4340390,Chronic hepatic failure,SNOMED CT
moderate_or_severe_liver_disease,24966,Esophageal varices,SNOMED CT
moderate_or_severe_liver_disease,4111998,Esophageal varices associated with another disorder,SNOMED CT
moderate_or_severe_liver_disease,4112183,"Esophageal varices with bleeding, associated with another disorder",SNOMED CT
moderate_or_severe_liver_disease,22340,Esophageal varices without bleeding,SNOMED CT
moderate_or_severe_liver_disease,4237824,Gastric varices,SNOMED CT
moderate_or_severe_liver_disease,46269818,Hepatic coma due to alcoholic liver failure,SNOMED CT
moderate_or_severe_liver_disease,46269836,Hepatic coma due to chronic hepatic failure,SNOMED CT
moderate_or_severe_liver_disease,4029488,Hepatic encephalopathy,SNOMED CT
moderate_or_severe_liver_disease,4245975,Hepatic failure,SNOMED CT
moderate_or_severe_liver_disease,196455,Hepatorenal syndrome,SNOMED CT
moderate_or_severe_liver_disease,192680,Portal hypertension,SNOMED CT
moderate_or_severe_liver_disease,40481531,Sequela of chronic liver disease,SNOMED CT
moderate_or_severe_liver_disease,4026136,Toxic liver disease with hepatic necrosis,SNOMED CT
moderate_or_severe_liver_disease,4277276,Veno-occlusive disease of the liver,SNOMED CT
hemiplegia,4102342,Cauda equina syndrome,SNOMED CT
hemiplegia,193186,Cauda equina syndrome with neurogenic bladder,SNOMED CT
hemiplegia,134331,Cauda equina syndrome without neurogenic bladder,SNOMED CT
hemiplegia,4134120,Cerebral palsy,SNOMED CT
hemiplegia,4104204,Complete bilateral paralysis,SNOMED CT
hemiplegia,43530718,Complete paraplegia,SNOMED CT
hemiplegia,40480416,Complete tetraplegia due to lesion at C1-C4 level,SNOMED CT
hemiplegia,40481376,Complete tetraplegia due to lesion at C5-C7 level,SNOMED CT
hemiplegia,4173811,Congenital quadriplegia,SNOMED CT
hemiplegia,372880,Diplegia of upper limbs,SNOMED CT
hemiplegia,132617,Diplegic cerebral palsy,SNOMED CT
hemiplegia,372613,Flaccid hemiplegia,SNOMED CT
hemiplegia,40481757,Flaccid hemiplegia of dominant side,SNOMED CT
hemiplegia,40481820,Flaccid hemiplegia of nondominant side,SNOMED CT
hemiplegia,4101738,Flaccid paraplegia,SNOMED CT
hemiplegia,4104848,Flaccid tetraplegia,SNOMED CT
hemiplegia,374022,Hemiplegia,SNOMED CT
hemiplegia,40482237,Hemiplegia of dominant side,SNOMED CT
hemiplegia,40480429,Hemiplegia of nondominant side,SNOMED CT
hemiplegia,134031,Hemiplegic cerebral palsy,SNOMED CT
hemiplegia,192901,Hereditary spastic paraplegia,SNOMED CT
hemiplegia,37019108,Human T-cell lymphotropic virus 1-associated myelopathy,SNOMED CT
hemiplegia,43530719,Incomplete paraplegia,SNOMED CT
hemiplegia,40480514,Incomplete tetraplegia due to lesion at C5-C7 level,SNOMED CT
hemiplegia,40480066,Incomplete tetraplegia due to spinal cord lesion at C1-C4 level,SNOMED CT
hemiplegia,374336,Infantile hemiplegia,SNOMED CT
hemiplegia,381548,Monoplegia,SNOMED CT
hemiplegia,195240,Monoplegia of lower limb,SNOMED CT
hemiplegia,4144328,Monoplegia of lower limb affecting dominant side,SNOMED CT
hemiplegia,4141654,Monoplegia of lower limb affecting non-dominant side,SNOMED CT
hemiplegia,379012,Monoplegia of upper limb,SNOMED CT
hemiplegia,380393,Monoplegia of upper limb affecting non-dominant side,SNOMED CT
hemiplegia,380393,Monoplegia of upper limb affecting non-dominant side,SNOMED CT
hemiplegia,40481345,Monoplegia of upper limb of dominant side,SNOMED CT
hemiplegia,442543,Monoplegic cerebral palsy,SNOMED CT
hemiplegia,440377,Paralysis,SNOMED CT
hemiplegia,374377,Paralytic syndrome,SNOMED CT
hemiplegia,43531639,Paralytic syndrome on one side of the body,SNOMED CT
hemiplegia,192606,Paraplegia,SNOMED CT
hemiplegia,44782711,Quadriplegia with quadriparesis,SNOMED CT
hemiplegia,375528,Spastic hemiplegia,SNOMED CT
hemiplegia,40480944,Spastic hemiplegia of dominant side,SNOMED CT
hemiplegia,40480435,Spastic hemiplegia of nondominant side,SNOMED CT
hemiplegia,44806793,Spastic hemiplegic cerebral palsy,SNOMED CT
hemiplegia,4101739,Spastic paraplegia,SNOMED CT
hemiplegia,4102341,Spastic tetraplegia,SNOMED CT
hemiplegia,374914,Tetraplegia,SNOMED CT
mild_liver_disease,201343,Acute alcoholic liver disease,SNOMED CT
mild_liver_disease,196463,Alcoholic cirrhosis,SNOMED CT
mild_liver_disease,193256,Alcoholic fatty liver,SNOMED CT
mild_liver_disease,4340385,Alcoholic fibrosis and sclerosis of liver,SNOMED CT
mild_liver_disease,4340383,Alcoholic hepatitis,SNOMED CT
mild_liver_disease,201612,Alcoholic liver damage,SNOMED CT
mild_liver_disease,46269816,Ascites due to alcoholic cirrhosis,SNOMED CT
mild_liver_disease,200762,Autoimmune hepatitis,SNOMED CT
mild_liver_disease,192675,Biliary cirrhosis,SNOMED CT
mild_liver_disease,4058696,Central hemorrhagic necrosis of liver,SNOMED CT
mild_liver_disease,4026125,Chronic active hepatitis,SNOMED CT
mild_liver_disease,200763,Chronic hepatitis,SNOMED CT
mild_liver_disease,198964,Chronic hepatitis C,SNOMED CT
mild_liver_disease,4238978,Chronic lobular hepatitis,SNOMED CT
mild_liver_disease,201613,Chronic nonalcoholic liver disease,SNOMED CT
mild_liver_disease,199867,Chronic persistent hepatitis,SNOMED CT
mild_liver_disease,4012113,Chronic viral hepatitis,SNOMED CT
mild_liver_disease,192240,Chronic viral hepatitis B with hepatitis D,SNOMED CT
mild_liver_disease,439674,Chronic viral hepatitis B without delta-agent,SNOMED CT
mild_liver_disease,763021,Chronic viral hepatitis C with hepatic coma,SNOMED CT
mild_liver_disease,194692,Cirrhosis - non-alcoholic,SNOMED CT
mild_liver_disease,4059284,Cirrhosis and chronic liver disease,SNOMED CT
mild_liver_disease,4064161,Cirrhosis of liver,SNOMED CT
mild_liver_disease,194984,Disease of liver,SNOMED CT
mild_liver_disease,46273476,Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease,SNOMED CT
mild_liver_disease,46269835,Hepatic ascites due to chronic alcoholic hepatitis,SNOMED CT
mild_liver_disease,439675,Hepatic coma due to acute hepatitis B with delta agent,SNOMED CT
mild_liver_disease,4308946,Hepatic coma due to chronic hepatitis B,SNOMED CT
mild_liver_disease,196029,Hepatic coma due to viral hepatitis,SNOMED CT
mild_liver_disease,4267417,Hepatic fibrosis,SNOMED CT
mild_liver_disease,4340948,Hepatic fibrosis with hepatic sclerosis,SNOMED CT
mild_liver_disease,194417,Hepatic infarction,SNOMED CT
mild_liver_disease,4337543,Hepatic necrosis,SNOMED CT
mild_liver_disease,4340394,Hepatic sclerosis,SNOMED CT
mild_liver_disease,4159144,Hepatopulmonary syndrome,SNOMED CT
mild_liver_disease,194990,Inflammatory disease of liver,SNOMED CT
mild_liver_disease,4240725,Peliosis hepatis,SNOMED CT
mild_liver_disease,4135822,Primary biliary cholangitis,SNOMED CT
mild_liver_disease,4046123,Secondary biliary cirrhosis,SNOMED CT
mild_liver_disease,4059290,Steatosis of liver,SNOMED CT
mild_liver_disease,4059299,Toxic liver disease with chronic active hepatitis,SNOMED CT
mild_liver_disease,4059298,Toxic liver disease with chronic persistent hepatitis,SNOMED CT
mild_liver_disease,4058695,Toxic liver disease with fibrosis and cirrhosis of liver,SNOMED CT
mild_liver_disease,42537742,Transplanted liver present,SNOMED CT
mild_liver_disease,198683,Viral hepatitis B without hepatic coma,SNOMED CT
mild_liver_disease,193693,Viral hepatitis without hepatic coma,SNOMED CT
peptic_ulcer_disease,4027729,Acute duodenal ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,441062,Acute duodenal ulcer with hemorrhage AND obstruction,SNOMED CT
peptic_ulcer_disease,4336230,Acute duodenal ulcer with hemorrhage AND perforation,SNOMED CT
peptic_ulcer_disease,435855,Acute duodenal ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,434402,Acute duodenal ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,437021,"Acute duodenal ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
peptic_ulcer_disease,4265479,Acute duodenal ulcer with perforation,SNOMED CT
peptic_ulcer_disease,434070,Acute duodenal ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,435578,Acute duodenal ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4138962,Acute duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,435859,Acute duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,440755,"Acute duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4231580,Acute gastric ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,198467,Acute gastric ulcer with hemorrhage and obstruction,SNOMED CT
peptic_ulcer_disease,4169592,Acute gastric ulcer with hemorrhage and perforation,SNOMED CT
peptic_ulcer_disease,199855,Acute gastric ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,193795,Acute gastric ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,195845,"Acute gastric ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
peptic_ulcer_disease,4057953,Acute gastric ulcer with perforation,SNOMED CT
peptic_ulcer_disease,200137,Acute gastric ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,194680,Acute gastric ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4195231,Acute gastric ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,192954,Acute gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,199062,"Acute gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4274491,Acute gastrojejunal ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,441063,Acute gastrojejunal ulcer with hemorrhage and obstruction,SNOMED CT
peptic_ulcer_disease,4217947,Acute gastrojejunal ulcer with hemorrhage and perforation,SNOMED CT
peptic_ulcer_disease,441328,Acute gastrojejunal ulcer with hemorrhage and with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,438468,Acute gastrojejunal ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,442314,"Acute gastrojejunal ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
peptic_ulcer_disease,4280942,Acute gastrojejunal ulcer with perforation,SNOMED CT
peptic_ulcer_disease,435846,Acute gastrojejunal ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,437598,Acute gastrojejunal ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4147683,Acute gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,432951,Acute gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,436460,"Acute gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4046500,Acute peptic ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,23237,Acute peptic ulcer with hemorrhage AND obstruction,SNOMED CT
peptic_ulcer_disease,4006994,Acute peptic ulcer with hemorrhage and perforation,SNOMED CT
peptic_ulcer_disease,27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,31335,Acute peptic ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,194986,"Acute peptic ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
peptic_ulcer_disease,4194543,Acute peptic ulcer with perforation,SNOMED CT
peptic_ulcer_disease,26718,Acute peptic ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,30439,Acute peptic ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4163865,Acute peptic ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,195584,Acute peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,198187,"Acute peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4232181,Chronic duodenal ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,437323,Chronic duodenal ulcer with hemorrhage AND obstruction,SNOMED CT
peptic_ulcer_disease,4289830,Chronic duodenal ulcer with hemorrhage AND perforation,SNOMED CT
peptic_ulcer_disease,438796,Chronic duodenal ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,436148,Chronic duodenal ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,440756,"Chronic duodenal ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
peptic_ulcer_disease,4173408,Chronic duodenal ulcer with perforation,SNOMED CT
peptic_ulcer_disease,439058,Chronic duodenal ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,432354,Chronic duodenal ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4222896,Chronic duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,443770,Chronic duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,433246,"Chronic duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4211001,Chronic gastric ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,201885,Chronic gastric ulcer with hemorrhage and with obstruction,SNOMED CT
peptic_ulcer_disease,4294973,Chronic gastric ulcer with hemorrhage and with perforation,SNOMED CT
peptic_ulcer_disease,196442,Chronic gastric ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,197018,Chronic gastric ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,198801,"Chronic gastric ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
peptic_ulcer_disease,4150681,Chronic gastric ulcer with perforation,SNOMED CT
peptic_ulcer_disease,4206315,Chronic gastric ulcer with perforation AND with obstruction,SNOMED CT
peptic_ulcer_disease,197914,Chronic gastric ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4296611,Chronic gastric ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,195583,Chronic gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,200769,"Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,433515,Chronic gastrojejunal ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,436729,Chronic gastrojejunal ulcer with hemorrhage and obstruction,SNOMED CT
peptic_ulcer_disease,4164920,Chronic gastrojejunal ulcer with hemorrhage and perforation,SNOMED CT
peptic_ulcer_disease,437326,Chronic gastrojejunal ulcer with hemorrhage and with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,443779,"Chronic gastrojejunal ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
peptic_ulcer_disease,4101870,Chronic gastrojejunal ulcer with perforation,SNOMED CT
peptic_ulcer_disease,444102,Chronic gastrojejunal ulcer with perforation AND with obstruction,SNOMED CT
peptic_ulcer_disease,435579,Chronic gastrojejunal ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4177387,Chronic gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,434400,Chronic gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,438795,"Chronic gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4174044,Chronic peptic ulcer with hemorrhage,SNOMED CT
peptic_ulcer_disease,24076,Chronic peptic ulcer with hemorrhage AND obstruction,SNOMED CT
peptic_ulcer_disease,4247008,Chronic peptic ulcer with hemorrhage AND perforation,SNOMED CT
peptic_ulcer_disease,22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,30770,Chronic peptic ulcer with hemorrhage but without obstruction,SNOMED CT
peptic_ulcer_disease,24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
peptic_ulcer_disease,4146517,Chronic peptic ulcer with perforation,SNOMED CT
peptic_ulcer_disease,30442,Chronic peptic ulcer with perforation AND obstruction,SNOMED CT
peptic_ulcer_disease,23247,Chronic peptic ulcer with perforation but without obstruction,SNOMED CT
peptic_ulcer_disease,4204555,Chronic peptic ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4031954,Duodenal ulcer with hemorrhage AND perforation,SNOMED CT
peptic_ulcer_disease,4209746,Duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,435305,Duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,438469,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4265600,Gastric ulcer,SNOMED CT
peptic_ulcer_disease,4248429,Gastric ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,196443,Gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,195851,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4059178,Gastrojejunal ulcer,SNOMED CT
peptic_ulcer_disease,4101104,Gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,438188,Gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,439858,"Gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4027663,Peptic ulcer,SNOMED CT
peptic_ulcer_disease,4291028,Peptic ulcer without hemorrhage AND without perforation,SNOMED CT
peptic_ulcer_disease,200771,Peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
peptic_ulcer_disease,201069,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
peptic_ulcer_disease,4198381,Ulcer of duodenum,SNOMED CT
connective_tissue_disease,4344166,Adult onset Still's disease,SNOMED CT
connective_tissue_disease,4005037,Childhood type dermatomyositis,SNOMED CT
connective_tissue_disease,4135937,CREST syndrome,SNOMED CT
connective_tissue_disease,80182,Dermatomyositis,SNOMED CT
connective_tissue_disease,4081250,Dermatomyositis sine myositis,SNOMED CT
connective_tissue_disease,4344161,Dermatomyositis with malignant disease,SNOMED CT
connective_tissue_disease,4063581,Drug-induced systemic lupus erythematosus,SNOMED CT
connective_tissue_disease,46273369,Endocarditis due to systemic lupus erythematosus,SNOMED CT
connective_tissue_disease,81097,Felty's syndrome,SNOMED CT
connective_tissue_disease,4343935,Giant cell arteritis with polymyalgia rheumatica,SNOMED CT
connective_tissue_disease,74125,Inflammatory polyarthropathy,SNOMED CT
connective_tissue_disease,37395588,Juvenile dermatomyositis co-occurrent with respiratory involvement,SNOMED CT
connective_tissue_disease,4055369,Lung disease with polymyositis,SNOMED CT
connective_tissue_disease,4055640,Lung disease with systemic lupus erythematosus,SNOMED CT
connective_tissue_disease,255304,Lung disease with systemic sclerosis,SNOMED CT
connective_tissue_disease,4107913,Myopathy due to rheumatoid arthritis,SNOMED CT
connective_tissue_disease,4105026,Myopathy due to systemic sclerosis,SNOMED CT
connective_tissue_disease,4079978,Overlap syndrome,SNOMED CT
connective_tissue_disease,255348,Polymyalgia rheumatica,SNOMED CT
connective_tissue_disease,80800,Polymyositis,SNOMED CT
connective_tissue_disease,46270482,Polyneuropathy due to systemic sclerosis,SNOMED CT
connective_tissue_disease,4102493,Polyneuropathy in rheumatoid arthritis,SNOMED CT
connective_tissue_disease,40485046,Progressive systemic sclerosis,SNOMED CT
connective_tissue_disease,4145240,Renal tubulo-interstitial disorder in systemic lupus erythematosus,SNOMED CT
connective_tissue_disease,80809,Rheumatoid arthritis,SNOMED CT
connective_tissue_disease,4117687,Rheumatoid arthritis - ankle and/or foot,SNOMED CT
connective_tissue_disease,4115161,Rheumatoid arthritis - hand joint,SNOMED CT
connective_tissue_disease,4116440,Rheumatoid arthritis of elbow,SNOMED CT
connective_tissue_disease,4116150,Rheumatoid arthritis of hip,SNOMED CT
connective_tissue_disease,4116151,Rheumatoid arthritis of knee,SNOMED CT
connective_tissue_disease,42534834,Rheumatoid arthritis of left hand,SNOMED CT
connective_tissue_disease,42534835,Rheumatoid arthritis of left hip,SNOMED CT
connective_tissue_disease,37108590,Rheumatoid arthritis of left knee,SNOMED CT
connective_tissue_disease,35609009,Rheumatoid arthritis of left shoulder,SNOMED CT
connective_tissue_disease,36685020,Rheumatoid arthritis of left wrist,SNOMED CT
connective_tissue_disease,4117686,Rheumatoid arthritis of multiple joints,SNOMED CT
connective_tissue_disease,36685022,Rheumatoid arthritis of right elbow,SNOMED CT
connective_tissue_disease,42534836,Rheumatoid arthritis of right hand,SNOMED CT
connective_tissue_disease,42534837,Rheumatoid arthritis of right hip,SNOMED CT
connective_tissue_disease,37108591,Rheumatoid arthritis of right knee,SNOMED CT
connective_tissue_disease,35609010,Rheumatoid arthritis of right shoulder,SNOMED CT
connective_tissue_disease,36685024,Rheumatoid arthritis of right wrist,SNOMED CT
connective_tissue_disease,4114439,Rheumatoid arthritis of shoulder,SNOMED CT
connective_tissue_disease,4116441,Rheumatoid arthritis of wrist,SNOMED CT
connective_tissue_disease,36684997,Rheumatoid factor positive rheumatoid arthritis,SNOMED CT
connective_tissue_disease,256197,Rheumatoid lung disease,SNOMED CT
connective_tissue_disease,37395590,Rheumatoid lung disease with rheumatoid arthritis,SNOMED CT
connective_tissue_disease,4162539,Rheumatoid pneumoconiosis,SNOMED CT
connective_tissue_disease,4271003,Rheumatoid vasculitis,SNOMED CT
connective_tissue_disease,4083556,Seronegative rheumatoid arthritis,SNOMED CT
connective_tissue_disease,4035611,Seropositive rheumatoid arthritis,SNOMED CT
connective_tissue_disease,254443,Sjögren's syndrome,SNOMED CT
