concept_id,excluded,descendants,mapped
4216915,FALSE,TRUE,FALSE
4217370,FALSE,TRUE,FALSE
4218100,FALSE,TRUE,FALSE
4218974,FALSE,TRUE,FALSE
4219253,FALSE,TRUE,FALSE
4219359,FALSE,TRUE,FALSE
4219853,FALSE,TRUE,FALSE
4220697,FALSE,TRUE,FALSE
4221567,FALSE,TRUE,FALSE
4223031,FALSE,TRUE,FALSE
4223896,FALSE,TRUE,FALSE
4225810,FALSE,TRUE,FALSE
4228194,FALSE,TRUE,FALSE
4228444,FALSE,TRUE,FALSE
4231887,FALSE,TRUE,FALSE
4234973,FALSE,TRUE,FALSE
4235788,FALSE,TRUE,FALSE
4238904,FALSE,TRUE,FALSE
4241982,FALSE,TRUE,FALSE
4242111,FALSE,TRUE,FALSE
4243831,FALSE,TRUE,FALSE
4243950,FALSE,TRUE,FALSE
4244129,FALSE,TRUE,FALSE
4246105,FALSE,TRUE,FALSE
4247416,FALSE,TRUE,FALSE
4250028,FALSE,TRUE,FALSE
4254249,FALSE,TRUE,FALSE
4254380,FALSE,TRUE,FALSE
4258685,FALSE,TRUE,FALSE
4260689,FALSE,TRUE,FALSE
4261354,FALSE,TRUE,FALSE
4262948,FALSE,TRUE,FALSE
4263315,FALSE,TRUE,FALSE
4264046,FALSE,TRUE,FALSE
4265915,FALSE,TRUE,FALSE
4268894,FALSE,TRUE,FALSE
4269764,FALSE,TRUE,FALSE
4269919,FALSE,TRUE,FALSE
4271197,FALSE,TRUE,FALSE
4274651,TRUE,TRUE,FALSE
4278920,FALSE,TRUE,FALSE
4280070,FALSE,TRUE,FALSE
4280354,FALSE,TRUE,FALSE
4282785,FALSE,TRUE,FALSE
4284415,FALSE,TRUE,FALSE
4286660,FALSE,TRUE,FALSE
4287402,FALSE,TRUE,FALSE
4287574,FALSE,TRUE,FALSE
4291002,FALSE,TRUE,FALSE
4295449,TRUE,TRUE,FALSE
4297024,FALSE,TRUE,FALSE
4297537,FALSE,TRUE,FALSE
4298690,FALSE,TRUE,FALSE
4298975,FALSE,TRUE,FALSE
4300295,FALSE,TRUE,FALSE
4300958,TRUE,TRUE,FALSE
4303199,FALSE,TRUE,FALSE
4306199,FALSE,TRUE,FALSE
4306430,FALSE,TRUE,FALSE
4307469,FALSE,TRUE,FALSE
4307799,FALSE,TRUE,FALSE
4308062,FALSE,TRUE,FALSE
4308125,FALSE,TRUE,FALSE
4311676,FALSE,TRUE,FALSE
4312008,FALSE,TRUE,FALSE
4312853,FALSE,TRUE,FALSE
4313413,FALSE,TRUE,FALSE
4313581,FALSE,TRUE,FALSE
4314111,FALSE,TRUE,FALSE
4318674,FALSE,TRUE,FALSE
4319914,FALSE,TRUE,FALSE
4323223,FALSE,TRUE,FALSE
4329173,FALSE,TRUE,FALSE
4330322,FALSE,TRUE,FALSE
4336555,FALSE,TRUE,FALSE
4338370,FALSE,TRUE,FALSE
4338976,FALSE,TRUE,FALSE
35624317,FALSE,TRUE,FALSE
35624756,FALSE,TRUE,FALSE
36680584,FALSE,TRUE,FALSE
36713571,FALSE,TRUE,FALSE
36713572,FALSE,TRUE,FALSE
36713573,FALSE,TRUE,FALSE
36713763,FALSE,TRUE,FALSE
36715009,FALSE,TRUE,FALSE
36715492,FALSE,TRUE,FALSE
36715580,FALSE,TRUE,FALSE
36715584,FALSE,TRUE,FALSE
36716029,FALSE,TRUE,FALSE
36716126,FALSE,TRUE,FALSE
36716259,FALSE,TRUE,FALSE
36716460,FALSE,TRUE,FALSE
37016121,FALSE,TRUE,FALSE
37016151,FALSE,TRUE,FALSE
37016158,FALSE,TRUE,FALSE
37017132,FALSE,TRUE,FALSE
37017165,FALSE,TRUE,FALSE
37017285,FALSE,TRUE,FALSE
37018722,FALSE,TRUE,FALSE
37019055,FALSE,TRUE,FALSE
37019193,FALSE,TRUE,FALSE
37110070,FALSE,TRUE,FALSE
37110336,FALSE,TRUE,FALSE
37110727,FALSE,TRUE,FALSE
37110923,FALSE,TRUE,FALSE
37111627,FALSE,TRUE,FALSE
37116297,FALSE,TRUE,FALSE
37116298,FALSE,TRUE,FALSE
37116300,FALSE,TRUE,FALSE
37116301,FALSE,TRUE,FALSE
37117740,FALSE,TRUE,FALSE
37119138,FALSE,TRUE,FALSE
37204236,FALSE,TRUE,FALSE
37204287,FALSE,TRUE,FALSE
37204551,FALSE,TRUE,FALSE
37312032,FALSE,TRUE,FALSE
37395652,FALSE,TRUE,FALSE
37397036,FALSE,TRUE,FALSE
37398911,FALSE,TRUE,FALSE
40478891,FALSE,TRUE,FALSE
40599994,FALSE,TRUE,FALSE
42536530,FALSE,TRUE,FALSE
42536531,FALSE,TRUE,FALSE
42537687,FALSE,TRUE,FALSE
42872405,FALSE,TRUE,FALSE
44783626,FALSE,TRUE,FALSE
44806268,FALSE,TRUE,FALSE
44810002,FALSE,TRUE,FALSE
45768812,FALSE,TRUE,FALSE
45768813,FALSE,TRUE,FALSE
45768941,FALSE,TRUE,FALSE
45773534,FALSE,TRUE,FALSE
46272744,FALSE,TRUE,FALSE
