concept_id,excluded,descendants,mapped
4176285,FALSE,FALSE,FALSE
4177850,FALSE,FALSE,FALSE
4179205,FALSE,FALSE,FALSE
4183440,FALSE,FALSE,FALSE
4186202,FALSE,FALSE,FALSE
4188623,FALSE,FALSE,FALSE
4189531,FALSE,FALSE,FALSE
4190328,FALSE,FALSE,FALSE
4192381,FALSE,FALSE,FALSE
4196799,FALSE,FALSE,FALSE
4198533,FALSE,FALSE,FALSE
4203790,FALSE,FALSE,FALSE
4203908,FALSE,FALSE,FALSE
4207309,FALSE,FALSE,FALSE
4207359,FALSE,FALSE,FALSE
4208664,FALSE,FALSE,FALSE
4210158,FALSE,FALSE,FALSE
4215879,FALSE,FALSE,FALSE
4216859,FALSE,FALSE,FALSE
4220051,FALSE,FALSE,FALSE
4220328,FALSE,FALSE,FALSE
4232765,FALSE,FALSE,FALSE
4233236,FALSE,FALSE,FALSE
4234761,FALSE,FALSE,FALSE
4238729,FALSE,FALSE,FALSE
4239213,FALSE,FALSE,FALSE
4247613,FALSE,FALSE,FALSE
4251187,FALSE,FALSE,FALSE
4251796,FALSE,FALSE,FALSE
4263853,FALSE,FALSE,FALSE
4269363,FALSE,FALSE,FALSE
4269514,FALSE,FALSE,FALSE
4272470,FALSE,FALSE,FALSE
4272486,FALSE,FALSE,FALSE
4280571,FALSE,FALSE,FALSE
4284491,FALSE,FALSE,FALSE
4284564,FALSE,FALSE,FALSE
4284706,FALSE,FALSE,FALSE
4286024,FALSE,FALSE,FALSE
4290623,FALSE,FALSE,FALSE
4307400,FALSE,FALSE,FALSE
4310661,FALSE,FALSE,FALSE
4311853,FALSE,FALSE,FALSE
4312595,FALSE,FALSE,FALSE
4314421,FALSE,FALSE,FALSE
4318119,FALSE,FALSE,FALSE
4324904,FALSE,FALSE,FALSE
4329106,FALSE,FALSE,FALSE
4329572,FALSE,FALSE,FALSE
4330644,FALSE,FALSE,FALSE
4331815,FALSE,FALSE,FALSE
4338362,FALSE,FALSE,FALSE
4343933,FALSE,FALSE,FALSE
35610224,FALSE,FALSE,FALSE
35624460,FALSE,FALSE,FALSE
36713241,FALSE,FALSE,FALSE
36715430,FALSE,FALSE,FALSE
36716009,FALSE,FALSE,FALSE
37016359,FALSE,FALSE,FALSE
