concept_id,excluded,descendants,mapped
377889,FALSE,TRUE,FALSE
378444,FALSE,TRUE,FALSE
379832,FALSE,TRUE,FALSE
439378,FALSE,TRUE,FALSE
444291,FALSE,TRUE,FALSE
4246497,FALSE,TRUE,FALSE
36715579,FALSE,TRUE,FALSE
42539697,FALSE,TRUE,FALSE
44805060,FALSE,TRUE,FALSE
